Timestamp	Consumption_kWh
2024-08-01 00:00:00	5.04
2024-08-01 01:00:00	9.11
2024-08-01 02:00:00	9.31
2024-08-01 03:00:00	7.2
2024-08-01 04:00:00	6.28
2024-08-01 05:00:00	9.01
2024-08-01 06:00:00	7.39
2024-08-01 07:00:00	5.67
2024-08-01 08:00:00	9.64
2024-08-01 09:00:00	16.69
2024-08-01 10:00:00	12.9
2024-08-01 11:00:00	21.42
2024-08-01 12:00:00	18.63
2024-08-01 13:00:00	17.86
2024-08-01 14:00:00	19.18
2024-08-01 15:00:00	13.63
2024-08-01 16:00:00	20.33
2024-08-01 17:00:00	23.3
2024-08-01 18:00:00	6.47
2024-08-01 19:00:00	5.52
2024-08-01 20:00:00	5.72
2024-08-01 21:00:00	5.07
2024-08-01 22:00:00	8.58
2024-08-01 23:00:00	7.82
2024-08-02 00:00:00	8.97
2024-08-02 01:00:00	7.54
2024-08-02 02:00:00	8.96
2024-08-02 03:00:00	8.48
2024-08-02 04:00:00	8.89
2024-08-02 05:00:00	7.03
2024-08-02 06:00:00	8.24
2024-08-02 07:00:00	5.9
2024-08-02 08:00:00	6.61
2024-08-02 09:00:00	17.45
2024-08-02 10:00:00	15.83
2024-08-02 11:00:00	15.37
2024-08-02 12:00:00	16.86
2024-08-02 13:00:00	24.23
2024-08-02 14:00:00	20.24
2024-08-02 15:00:00	19.69
2024-08-02 16:00:00	18.73
2024-08-02 17:00:00	20.63
2024-08-02 18:00:00	9.29
2024-08-02 19:00:00	8.1
2024-08-02 20:00:00	6.26
2024-08-02 21:00:00	8.96
2024-08-02 22:00:00	7.16
2024-08-02 23:00:00	6.79
2024-08-03 00:00:00	6.65
2024-08-03 01:00:00	8.49
2024-08-03 02:00:00	6.34
2024-08-03 03:00:00	9.04
2024-08-03 04:00:00	6.48
2024-08-03 05:00:00	7.72
2024-08-03 06:00:00	7.44
2024-08-03 07:00:00	9.28
2024-08-03 08:00:00	9.44
2024-08-03 09:00:00	20.41
2024-08-03 10:00:00	19.32
2024-08-03 11:00:00	21.98
2024-08-03 12:00:00	15.75
2024-08-03 13:00:00	23.79
2024-08-03 14:00:00	19.76
2024-08-03 15:00:00	18.56
2024-08-03 16:00:00	22.09
2024-08-03 17:00:00	19.64
2024-08-03 18:00:00	5.07
2024-08-03 19:00:00	7.08
2024-08-03 20:00:00	9.69
2024-08-03 21:00:00	6.72
2024-08-03 22:00:00	8.9
2024-08-03 23:00:00	5.87
2024-08-04 00:00:00	6.71
2024-08-04 01:00:00	5.72
2024-08-04 02:00:00	8.58
2024-08-04 03:00:00	8.5
2024-08-04 04:00:00	8.44
2024-08-04 05:00:00	6.27
2024-08-04 06:00:00	8.46
2024-08-04 07:00:00	6.14
2024-08-04 08:00:00	7.12
2024-08-04 09:00:00	19.94
2024-08-04 10:00:00	13.08
2024-08-04 11:00:00	15.65
2024-08-04 12:00:00	22.17
