Timestamp  Consumption_kWh
2024-07-23  06:00:00	6.05
2024-07-23  07:00:00	5.58
2024-07-23 08:00:00	7.89
2024-07-23 09:00:00	15.36
2024-07-23 10:00:00	21.39
2024-07-23 11:00:00	22.42
2024-07-23 12:00:00	15.18
2024-07-23 13:00:00	23.07
2024-07-23 14:00:00	14.44
2024-07-23 15:00:00	21.94
2024-07-23 16:00:00	15.98
2024-07-23 17:00:00	11.72
2024-07-23 18:00:00	8.48
2024-07-23 19:00:00	9.07
2024-07-23 20:00:00	7.55
2024-07-23 21:00:00	6.67
2024-07-23 22:00:00	8.95
2024-07-23 23:00:00	5.49
2024-07-24 00:00:00	7.21
2024-07-24 01:00:00	7.6
2024-07-24 02:00:00	8.47
2024-07-24 03:00:00	5.45
2024-07-24 04:00:00	6.14
2024-07-24 05:00:00	7.05
2024-07-24 06:00:00	8.12
2024-07-24 07:00:00	9.43
2024-07-24 08:00:00	8.09
2024-07-24 09:00:00	17.63
2024-07-24 10:00:00	16.0
2024-07-24 11:00:00	20.02
2024-07-24 12:00:00	16.72
2024-07-24 13:00:00	21.9
2024-07-24 14:00:00	21.71
2024-07-24 15:00:00	22.32
2024-07-24 16:00:00	22.65
2024-07-24 17:00:00	15.17
2024-07-24 18:00:00	9.6
2024-07-24 19:00:00	5.18
2024-07-24 20:00:00	5.87
2024-07-24 21:00:00	6.95
2024-07-24 22:00:00	9.76
2024-07-24 23:00:00	6.5
2024-07-25 00:00:00	5.8
2024-07-25 01:00:00	9.43
2024-07-25 02:00:00	7.23
2024-07-25 03:00:00	9.54
2024-07-25 04:00:00	5.8
2024-07-25 05:00:00	8.31
2024-07-25 06:00:00	7.2
2024-07-25 07:00:00	5.38
2024-07-25 08:00:00	8.48
2024-07-25 09:00:00	14.34
2024-07-25 10:00:00	15.35
2024-07-25 11:00:00	14.46
2024-07-25 12:00:00	12.62
2024-07-25 13:00:00	17.62
2024-07-25 14:00:00	23.15
2024-07-25 15:00:00	17.43
2024-07-25 16:00:00	16.9
2024-07-25 17:00:00	12.68
2024-07-25 18:00:00	6.52
2024-07-25 19:00:00	9.99
2024-07-25 20:00:00	6.81
2024-07-25 21:00:00	7.35
2024-07-25 22:00:00	6.89
2024-07-25 23:00:00	9.9
2024-07-26 00:00:00	5.87
2024-07-26 01:00:00	6.64
2024-07-26 02:00:00	8.4
2024-07-26 03:00:00	5.32
2024-07-26 04:00:00	8.04
2024-07-26 05:00:00	7.39
2024-07-26 06:00:00	6.42
2024-07-26 07:00:00	6.19
2024-07-26 08:00:00	7.57
2024-07-26 09:00:00	20.29
2024-07-26 10:00:00	13.83
2024-07-26 11:00:00	13.73
2024-07-26 12:00:00	17.41
2024-07-26 13:00:00	19.51
2024-07-26 14:00:00	12.55
2024-07-26 15:00:00	19.69
2024-07-26 16:00:00	21.04
2024-07-26 17:00:00	22.57
2024-07-26 18:00:00	6.99
2024-07-26 19:00:00	10.0
2024-07-26 20:00:00	6.76
2024-07-26 21:00:00	8.61
2024-07-26 22:00:00	8.19
2024-07-26 23:00:00	9.07
2024-07-27 00:00:00	9.88
2024-07-27 01:00:00	9.45
2024-07-27 02:00:00	8.82
2024-07-27 03:00:00	8.49
2024-07-27 04:00:00	6.68
2024-07-27 05:00:00	5.74
2024-07-27 06:00:00	5.31
2024-07-27 07:00:00	6.21
2024-07-27 08:00:00	7.16
2024-07-27 09:00:00	13.77
2024-07-27 10:00:00	16.04
2024-07-27 11:00:00	22.22
2024-07-27 12:00:00	12.55
2024-07-27 13:00:00	13.4
2024-07-27 14:00:00	14.62
2024-07-27 15:00:00	15.45
2024-07-27 16:00:00	19.06
2024-07-27 17:00:00	15.78
2024-07-27 18:00:00	9.92
2024-07-27 19:00:00	7.0
2024-07-27 20:00:00	6.9
2024-07-27 21:00:00	5.74
2024-07-27 22:00:00	8.42
2024-07-27 23:00:00	8.28
2024-07-28 00:00:00	9.31
2024-07-28 01:00:00	5.49
2024-07-28 02:00:00	7.49
2024-07-28 03:00:00	7.91
2024-07-28 04:00:00	6.21
2024-07-28 05:00:00	5.85
2024-07-28 06:00:00	9.3
2024-07-28 07:00:00	5.29
2024-07-28 08:00:00	7.35
2024-07-28 09:00:00	13.8
2024-07-28 10:00:00	16.55
2024-07-28 11:00:00	15.15
2024-07-28 12:00:00	16.0
2024-07-28 13:00:00	15.23
2024-07-28 14:00:00	15.52
2024-07-28 15:00:00	19.61
2024-07-28 16:00:00	20.2
2024-07-28 17:00:00	12.8
2024-07-28 18:00:00	8.36
2024-07-28 19:00:00	6.72
2024-07-28 20:00:00	8.57
2024-07-28 21:00:00	8.2
2024-07-28 22:00:00	7.0
2024-07-28 23:00:00	7.16
2024-07-29 00:00:00	8.07
2024-07-29 01:00:00	5.35
2024-07-29 02:00:00	9.11
2024-07-29 03:00:00	8.27
2024-07-29 04:00:00	8.63
2024-07-29 05:00:00	7.68
2024-07-29 06:00:00	5.55
2024-07-29 07:00:00	7.03
2024-07-29 08:00:00	7.03
2024-07-29 09:00:00	17.62
2024-07-29 10:00:00	18.5
2024-07-29 11:00:00	16.07
2024-07-29 12:00:00	18.17
2024-07-29 13:00:00	21.94
2024-07-29 14:00:00	21.58
2024-07-29 15:00:00	14.25
2024-07-29 16:00:00	14.89
2024-07-29 17:00:00	12.43
2024-07-29 18:00:00	9.34
2024-07-29 19:00:00	5.15
2024-07-29 20:00:00	7.67
2024-07-29 21:00:00	7.02
2024-07-29 22:00:00	7.62
2024-07-29 23:00:00	6.83
2024-07-30 00:00:00	5.95
2024-07-30 01:00:00	5.1
2024-07-30 02:00:00	7.59
2024-07-30 03:00:00	9.21
2024-07-30 04:00:00	6.87
2024-07-30 05:00:00	6.11
2024-07-30 06:00:00	5.4
2024-07-30 07:00:00	5.43
2024-07-30 08:00:00	6.11
2024-07-30 09:00:00	13.2
2024-07-30 10:00:00	17.49
2024-07-30 11:00:00	14.17
2024-07-30 12:00:00	17.36
2024-07-30 13:00:00	17.81
2024-07-30 14:00:00	12.35
2024-07-30 15:00:00	15.93
2024-07-30 16:00:00	22.71
2024-07-30 17:00:00	21.87
2024-07-30 18:00:00	5.77
2024-07-30 19:00:00	6.0
2024-07-30 20:00:00	7.16
2024-07-30 21:00:00	7.64
2024-07-30 22:00:00	6.75
2024-07-30 23:00:00	8.91
2024-07-31 00:00:00	8.76
2024-07-31 01:00:00	9.64
2024-07-31 02:00:00	5.14
2024-07-31 03:00:00	9.48
2024-07-31 04:00:00	6.96
2024-07-31 05:00:00	9.39
2024-07-31 06:00:00	8.45
2024-07-31 07:00:00	9.94
2024-07-31 08:00:00	8.8
2024-07-31 09:00:00	13.9
2024-07-31 10:00:00	20.39
2024-07-31 11:00:00	14.62
2024-07-31 12:00:00	20.7
2024-07-31 13:00:00	12.96
2024-07-31 14:00:00	19.14
2024-07-31 15:00:00	14.25
2024-07-31 16:00:00	21.13
2024-07-31 17:00:00	19.63
